company_id,category,feature_name,feature_value,contribution,direction,description
733,financial,operating_margin_change_1y,-0.0153,-1.7,negative,영업이익률 개선폭이 동일 산업 내 하위 29% 수준에 그칩니다.
734,patent,patent_count_3y,20.0,8.6,positive,최근 3년 특허 출원이 동일 산업 내 상위 6% 수준입니다.
734,employment,employee_growth_slope,0.0284,5.9,positive,고용 증가 추세가 동일 산업 내 상위 5% 수준입니다.
734,employment,employee_growth_6m,0.0385,4.8,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 26% 수준입니다.
734,industry,industry_revenue_growth_1y,0.0171,-6.1,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
734,patent,registered_ratio_mature,0.6923,-3.5,negative,특허 등록 전환율이 동일 산업 내 하위 23% 수준에 그칩니다.
734,employment,employee_volatility,0.1535,-2.0,negative,고용 변동성이 동일 산업 내 높은 편입니다(위험 요인).
735,patent,patent_momentum,4.2,6.1,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 7% 수준입니다.
735,employment,employee_growth_6m,0.1667,4.3,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 10% 수준입니다.
735,financial,liabilities_to_assets,0.2075,3.5,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
735,financial,revenue_cagr_best,-0.1797,-4.0,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 13% 수준에 그칩니다.
735,financial,asset_growth_1y,-0.3739,-3.8,negative,최근 1년 자산 성장률이 동일 산업 내 하위 4% 수준에 그칩니다.
735,industry,industry_revenue_growth_1y,0.0171,-3.4,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
736,financial,operating_margin,0.2016,3.3,positive,영업이익률이 동일 산업 내 상위 1% 수준입니다.
736,industry,industry_rd_growth_1y,0.3068,2.8,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 8% 수준입니다.
736,news_event,growth_event_12m_count,5.0,2.2,positive,최근 12개월 성장 이벤트가 동일 산업 내 상위 24% 수준입니다.
736,industry,industry_revenue_growth_1y,0.0171,-4.2,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
736,financial,liabilities_to_assets,0.6243,-2.0,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
736,industry,industry_startup_rate_latest,0.0624,-1.3,negative,소속 산업 창업률이 전체 산업 대비 하위 25% 수준에 그칩니다.
737,patent,patent_momentum,4.5,6.4,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 5% 수준입니다.
737,industry,industry_rd_growth_1y,0.3068,2.2,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 8% 수준입니다.
737,financial,revenue_growth_1y,0.2022,1.7,positive,최근 1년 매출 성장률이 동일 산업 내 상위 40% 수준입니다.
737,industry,industry_revenue_growth_1y,0.0171,-3.4,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
737,patent,registered_ratio_mature,0.2,-3.3,negative,특허 등록 전환율이 동일 산업 내 하위 4% 수준에 그칩니다.
737,news_event,growth_event_12m_count,0.0,-2.4,negative,최근 12개월 성장 이벤트가 동일 산업 내 하위 18% 수준에 그칩니다.
738,financial,asset_growth_1y,1.14,4.1,positive,최근 1년 자산 성장률이 동일 산업 내 상위 15% 수준입니다.
738,industry,industry_rd_growth_1y,0.3068,2.6,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 8% 수준입니다.
738,industry,industry_company_growth_1y,0.2054,2.0,positive,소속 산업 기업 수 증가율이 전체 산업 대비 상위 8% 수준입니다.
738,patent,patent_momentum,0.0,-6.1,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 14% 수준에 그칩니다.
738,financial,operating_margin_change_1y,-0.6993,-5.2,negative,영업이익률 개선폭이 동일 산업 내 하위 6% 수준에 그칩니다.
738,industry,industry_revenue_growth_1y,0.0171,-4.0,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
739,patent,patent_count_3y,16.0,3.6,positive,최근 3년 특허 출원이 동일 산업 내 상위 17% 수준입니다.
739,news_event,growth_event_12m_count,78.0,3.3,positive,최근 12개월 성장 이벤트가 동일 산업 내 상위 1% 수준입니다.
739,industry,industry_rd_growth_1y,0.3068,2.2,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 8% 수준입니다.
739,financial,liabilities_to_assets,1.3985,-15.2,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
739,financial,operating_margin,-1.9889,-6.9,negative,영업이익률이 동일 산업 내 하위 18% 수준에 그칩니다.
739,industry,industry_revenue_growth_1y,0.0171,-3.4,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
740,employment,employee_growth_acceleration,0.5595,3.0,positive,고용 증가 가속도가 동일 산업 내 상위 3% 수준입니다.
740,industry,industry_rd_growth_1y,0.3068,2.6,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 8% 수준입니다.
740,financial,revenue_growth_1y,0.2442,2.0,positive,최근 1년 매출 성장률이 동일 산업 내 상위 37% 수준입니다.
740,patent,patent_momentum,0.0,-6.1,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 14% 수준에 그칩니다.
740,employment,employee_growth_6m,-0.3333,-5.6,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 6% 수준에 그칩니다.
740,industry,industry_revenue_growth_1y,0.0171,-4.0,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
741,patent,patent_momentum,6.0,10.1,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 2% 수준입니다.
741,financial,operating_margin,0.0847,7.6,positive,영업이익률이 동일 산업 내 상위 20% 수준입니다.
741,financial,liabilities_to_assets,0.4187,6.0,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
741,industry,industry_revenue_growth_1y,0.0171,-4.0,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
741,patent,patent_count_3y,3.0,-3.5,negative,최근 3년 특허 출원이 동일 산업 내 하위 28% 수준에 그칩니다.
741,employment,employee_growth_6m,-0.12,-3.1,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 26% 수준에 그칩니다.
742,employment,employee_growth_6m,0.025,2.2,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 30% 수준입니다.
742,industry,industry_rd_growth_1y,0.3068,2.2,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 8% 수준입니다.
742,news_event,growth_event_12m_count,5.0,1.8,positive,최근 12개월 성장 이벤트가 동일 산업 내 상위 24% 수준입니다.
742,patent,patent_momentum,0.0,-5.2,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 14% 수준에 그칩니다.
742,industry,industry_revenue_growth_1y,0.0171,-3.4,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
742,patent,registered_ratio_mature,0.3333,-3.1,negative,특허 등록 전환율이 동일 산업 내 하위 7% 수준에 그칩니다.
744,employment,employee_growth_6m,0.1765,4.6,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 8% 수준입니다.
744,financial,revenue_growth_1y,1.2251,4.5,positive,최근 1년 매출 성장률이 동일 산업 내 상위 17% 수준입니다.
744,financial,revenue_cagr_best,0.8042,4.0,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 13% 수준입니다.
744,patent,patent_momentum,0.0,-5.2,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 14% 수준에 그칩니다.
744,industry,industry_revenue_growth_1y,0.0171,-3.4,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
744,patent,patent_count_3y,2.0,-3.2,negative,최근 3년 특허 출원이 동일 산업 내 하위 20% 수준에 그칩니다.
745,financial,liabilities_to_assets,0.2749,3.6,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
745,financial,asset_growth_1y,0.61,3.5,positive,최근 1년 자산 성장률이 동일 산업 내 상위 20% 수준입니다.
745,financial,operating_margin,0.1351,3.2,positive,영업이익률이 동일 산업 내 상위 10% 수준입니다.
745,patent,patent_momentum,0.0,-6.1,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 14% 수준에 그칩니다.
745,patent,patent_count_3y,1.0,-5.1,negative,최근 3년 특허 출원이 동일 산업 내 하위 10% 수준에 그칩니다.
745,industry,industry_revenue_growth_1y,0.0171,-4.0,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
746,patent,patent_count_3y,27.0,5.3,positive,최근 3년 특허 출원이 동일 산업 내 상위 1% 수준입니다.
746,industry,industry_rd_growth_1y,0.3068,2.2,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 8% 수준입니다.
746,industry,industry_company_growth_1y,0.2054,1.7,positive,소속 산업 기업 수 증가율이 전체 산업 대비 상위 8% 수준입니다.
746,financial,revenue_growth_1y,-0.3948,-5.2,negative,최근 1년 매출 성장률이 동일 산업 내 하위 12% 수준에 그칩니다.
746,employment,employee_growth_6m,-0.3396,-5.0,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 3% 수준에 그칩니다.
746,employment,net_hiring_rate_6m,-0.3673,-4.2,negative,최근 6개월 순채용률이 동일 산업 내 하위 3% 수준에 그칩니다.
747,patent,patent_momentum,3.0,7.7,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 14% 수준입니다.
747,employment,employee_growth_acceleration,0.5065,2.8,positive,고용 증가 가속도가 동일 산업 내 상위 6% 수준입니다.
747,financial,operating_margin,0.164,2.7,positive,영업이익률이 동일 산업 내 상위 7% 수준입니다.
747,financial,revenue_growth_1y,-0.4896,-7.3,negative,최근 1년 매출 성장률이 동일 산업 내 하위 4% 수준에 그칩니다.
747,employment,employee_growth_6m,-0.2727,-5.4,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 8% 수준에 그칩니다.
747,patent,patent_count_3y,2.0,-4.8,negative,최근 3년 특허 출원이 동일 산업 내 하위 20% 수준에 그칩니다.
748,industry,industry_rd_growth_1y,0.3068,2.2,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 8% 수준입니다.
748,industry,industry_company_growth_1y,0.2054,1.7,positive,소속 산업 기업 수 증가율이 전체 산업 대비 상위 8% 수준입니다.
748,financial,operating_margin,0.0759,1.5,positive,영업이익률이 동일 산업 내 상위 22% 수준입니다.
748,patent,patent_momentum,0.0,-5.2,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 14% 수준에 그칩니다.
748,patent,patent_count_3y,1.0,-4.3,negative,최근 3년 특허 출원이 동일 산업 내 하위 10% 수준에 그칩니다.
748,financial,revenue_growth_1y,-0.2312,-3.8,negative,최근 1년 매출 성장률이 동일 산업 내 하위 22% 수준에 그칩니다.
749,financial,revenue_cagr_best,0.4558,7.4,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 19% 수준입니다.
749,patent,new_ipc_count_1y,2.0,2.2,positive,신규 기술분야(IPC) 진출이 동일 산업 내 상위 26% 수준입니다.
749,industry,industry_rd_growth_1y,0.3068,2.2,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 8% 수준입니다.
749,patent,patent_count_3y,2.0,-8.1,negative,최근 3년 특허 출원이 동일 산업 내 하위 20% 수준에 그칩니다.
749,financial,liabilities_to_assets,0.7623,-6.2,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
749,industry,industry_revenue_growth_1y,0.0171,-3.4,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
750,employment,employee_volatility,0.0,3.1,positive,고용 변동성이 동일 산업 내 낮은 편입니다(안정 요인).
750,news_event,growth_event_12m_count,16.0,2.6,positive,최근 12개월 성장 이벤트가 동일 산업 내 상위 12% 수준입니다.
750,industry,industry_rd_growth_1y,0.3068,2.2,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 8% 수준입니다.
750,patent,patent_momentum,0.0,-5.2,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 14% 수준에 그칩니다.
750,industry,industry_revenue_growth_1y,0.0171,-3.4,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
750,employment,net_hiring_rate_6m,-0.1111,-3.3,negative,최근 6개월 순채용률이 동일 산업 내 하위 30% 수준에 그칩니다.
842,financial,revenue_growth_1y,2.1058,5.6,positive,최근 1년 매출 성장률이 동일 산업 내 상위 9% 수준입니다.
842,financial,operating_margin_change_1y,0.817,3.3,positive,영업이익률 개선폭이 동일 산업 내 상위 9% 수준입니다.
842,financial,liabilities_to_assets,0.1099,2.9,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
842,patent,patent_count_3y,0.0,-3.0,negative,최근 3년 특허 출원이 동일 산업 내 하위 39% 수준에 그칩니다.
842,financial,asset_growth_1y,-0.1504,-2.8,negative,최근 1년 자산 성장률이 동일 산업 내 하위 15% 수준에 그칩니다.
842,industry,industry_employee_growth_1y,-0.0311,-2.2,negative,소속 산업 고용 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
843,patent,patent_count_3y,10.0,6.0,positive,최근 3년 특허 출원이 동일 산업 내 상위 3% 수준입니다.
843,financial,asset_growth_1y,2.6621,5.5,positive,최근 1년 자산 성장률이 동일 산업 내 상위 3% 수준입니다.
843,financial,liabilities_to_assets,0.1033,4.6,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
843,financial,revenue_growth_1y,-0.4186,-7.3,negative,최근 1년 매출 성장률이 동일 산업 내 하위 13% 수준에 그칩니다.
843,financial,operating_margin_change_1y,-4.9988,-5.8,negative,영업이익률 개선폭이 동일 산업 내 하위 1% 수준에 그칩니다.
843,employment,employee_growth_6m,-0.1905,-4.0,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 19% 수준에 그칩니다.
844,news_event,growth_event_12m_count,23.0,4.4,positive,최근 12개월 성장 이벤트가 동일 산업 내 상위 5% 수준입니다.
844,news_event,investment_event_24m_count,20.0,3.7,positive,최근 24개월 투자 유치 이벤트가 동일 산업 내 상위 2% 수준입니다.
844,news_event,high_intensity_event_12m_count,14.0,2.8,positive,고강도 성장 이벤트가 동일 산업 내 상위 2% 수준입니다.
844,employment,net_hiring_rate_6m,-0.4,-11.4,negative,최근 6개월 순채용률이 동일 산업 내 하위 19% 수준에 그칩니다.
844,patent,patent_count_3y,0.0,-4.2,negative,최근 3년 특허 출원이 동일 산업 내 하위 39% 수준에 그칩니다.
844,employment,employee_volatility,0.2121,-4.2,negative,고용 변동성이 동일 산업 내 높은 편입니다(위험 요인).
845,employment,employee_growth_acceleration,0.5385,4.4,positive,고용 증가 가속도가 동일 산업 내 상위 6% 수준입니다.
845,industry,industry_startup_rate_latest,0.1722,3.1,positive,소속 산업 창업률이 전체 산업 대비 상위 8% 수준입니다.
845,industry,industry_company_growth_1y,0.066,1.8,positive,소속 산업 기업 수 증가율이 전체 산업 대비 상위 25% 수준입니다.
845,employment,employee_growth_6m,-0.5385,-9.2,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 3% 수준에 그칩니다.
845,employment,net_hiring_rate_6m,-0.8571,-6.7,negative,최근 6개월 순채용률이 동일 산업 내 하위 9% 수준에 그칩니다.
845,employment,employee_growth_slope,-0.1827,-5.8,negative,고용 증가 추세가 동일 산업 내 하위 5% 수준에 그칩니다.
846,employment,employee_growth_6m,0.5833,8.7,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 6% 수준입니다.
846,employment,net_hiring_rate_6m,0.36,7.0,positive,최근 6개월 순채용률이 동일 산업 내 상위 7% 수준입니다.
846,employment,employee_growth_slope,0.0533,6.4,positive,고용 증가 추세가 동일 산업 내 상위 1% 수준입니다.
846,patent,patent_count_3y,0.0,-5.4,negative,최근 3년 특허 출원이 동일 산업 내 하위 39% 수준에 그칩니다.
846,industry,industry_employee_growth_1y,-0.0311,-4.1,negative,소속 산업 고용 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
846,industry,industry_rd_growth_1y,0.0125,-4.1,negative,소속 산업 R&D 투자 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
847,financial,liabilities_to_assets,0.0652,6.3,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
847,employment,employee_growth_6m,0.9333,5.3,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 1% 수준입니다.
847,employment,net_hiring_rate_6m,0.5217,4.2,positive,최근 6개월 순채용률이 동일 산업 내 상위 3% 수준입니다.
847,financial,revenue_growth_1y,-1.0,-12.0,negative,최근 1년 매출 성장률이 동일 산업 내 하위 1% 수준에 그칩니다.
847,patent,patent_count_3y,0.0,-3.0,negative,최근 3년 특허 출원이 동일 산업 내 하위 39% 수준에 그칩니다.
847,industry,industry_employee_growth_1y,-0.0311,-2.2,negative,소속 산업 고용 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
848,industry,industry_startup_rate_latest,0.1722,2.6,positive,소속 산업 창업률이 전체 산업 대비 상위 8% 수준입니다.
848,industry,industry_company_growth_1y,0.066,1.6,positive,소속 산업 기업 수 증가율이 전체 산업 대비 상위 25% 수준입니다.
848,financial,asset_growth_1y,0.1595,0.7,positive,최근 1년 자산 성장률이 동일 산업 내 상위 45% 수준입니다.
848,financial,revenue_growth_1y,-0.7523,-11.4,negative,최근 1년 매출 성장률이 동일 산업 내 하위 6% 수준에 그칩니다.
848,financial,liabilities_to_assets,0.9882,-5.0,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
848,patent,patent_count_3y,0.0,-4.6,negative,최근 3년 특허 출원이 동일 산업 내 하위 39% 수준에 그칩니다.
849,patent,patent_momentum,1.5,5.2,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 14% 수준입니다.
849,patent,patent_count_3y,1.0,3.6,positive,최근 3년 특허 출원이 동일 산업 내 상위 17% 수준입니다.
849,news_event,growth_event_12m_count,11.0,2.8,positive,최근 12개월 성장 이벤트가 동일 산업 내 상위 8% 수준입니다.
849,employment,net_hiring_rate_6m,-1.4538,-7.7,negative,최근 6개월 순채용률이 동일 산업 내 하위 3% 수준에 그칩니다.
849,employment,employee_growth_slope,-0.75,-6.1,negative,고용 증가 추세가 동일 산업 내 하위 3% 수준에 그칩니다.
849,employment,employee_volatility,0.866,-3.1,negative,고용 변동성이 동일 산업 내 높은 편입니다(위험 요인).
850,financial,revenue_growth_1y,3.6626,6.3,positive,최근 1년 매출 성장률이 동일 산업 내 상위 4% 수준입니다.
850,financial,revenue_cagr_best,1.2607,4.4,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 9% 수준입니다.
850,employment,employee_growth_6m,0.276,3.8,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 14% 수준입니다.
850,patent,patent_count_3y,0.0,-3.0,negative,최근 3년 특허 출원이 동일 산업 내 하위 39% 수준에 그칩니다.
850,industry,industry_employee_growth_1y,-0.0311,-2.2,negative,소속 산업 고용 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
850,industry,industry_rd_growth_1y,0.0125,-2.2,negative,소속 산업 R&D 투자 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
851,news_event,growth_event_12m_count,25.0,3.3,positive,최근 12개월 성장 이벤트가 동일 산업 내 상위 2% 수준입니다.
851,financial,operating_margin_change_1y,0.3716,2.7,positive,영업이익률 개선폭이 동일 산업 내 상위 24% 수준입니다.
851,industry,industry_startup_rate_latest,0.1722,1.7,positive,소속 산업 창업률이 전체 산업 대비 상위 8% 수준입니다.
851,financial,asset_growth_1y,-0.3942,-4.9,negative,최근 1년 자산 성장률이 동일 산업 내 하위 1% 수준에 그칩니다.
851,financial,liabilities_to_assets,10.4365,-4.7,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
851,financial,revenue_growth_1y,-0.2123,-4.5,negative,최근 1년 매출 성장률이 동일 산업 내 하위 23% 수준에 그칩니다.
852,financial,asset_growth_1y,1.2784,10.0,positive,최근 1년 자산 성장률이 동일 산업 내 상위 13% 수준입니다.
852,news_event,investment_event_24m_count,1.0,2.4,positive,최근 24개월 투자 유치 이벤트가 동일 산업 내 상위 5% 수준입니다.
852,news_event,growth_event_12m_count,7.0,2.3,positive,최근 12개월 성장 이벤트가 동일 산업 내 상위 16% 수준입니다.
852,employment,net_hiring_rate_6m,-2.4667,-8.0,negative,최근 6개월 순채용률이 동일 산업 내 하위 1% 수준에 그칩니다.
852,employment,employee_growth_slope,-1.2667,-6.4,negative,고용 증가 추세가 동일 산업 내 하위 1% 수준에 그칩니다.
852,financial,liabilities_to_assets,0.7091,-4.0,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
853,financial,revenue_growth_1y,0.552,4.3,positive,최근 1년 매출 성장률이 동일 산업 내 상위 18% 수준입니다.
853,financial,asset_growth_1y,2.1944,3.6,positive,최근 1년 자산 성장률이 동일 산업 내 상위 6% 수준입니다.
853,financial,revenue_cagr_best,0.7367,3.2,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 20% 수준입니다.
853,patent,patent_count_3y,0.0,-3.0,negative,최근 3년 특허 출원이 동일 산업 내 하위 39% 수준에 그칩니다.
853,news_event,growth_event_12m_count,0.0,-2.2,negative,최근 12개월 성장 이벤트가 동일 산업 내 하위 21% 수준에 그칩니다.
853,industry,industry_employee_growth_1y,-0.0311,-2.2,negative,소속 산업 고용 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
854,financial,revenue_cagr_best,7.2283,6.1,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 2% 수준입니다.
854,financial,asset_growth_1y,1.6503,4.0,positive,최근 1년 자산 성장률이 동일 산업 내 상위 8% 수준입니다.
854,financial,liabilities_to_assets,0.122,3.2,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
854,employment,employee_growth_6m,-0.1875,-3.7,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 21% 수준에 그칩니다.
854,patent,patent_count_3y,0.0,-3.5,negative,최근 3년 특허 출원이 동일 산업 내 하위 39% 수준에 그칩니다.
854,industry,industry_employee_growth_1y,-0.0311,-2.6,negative,소속 산업 고용 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
855,industry,industry_startup_rate_latest,0.1722,2.0,positive,소속 산업 창업률이 전체 산업 대비 상위 8% 수준입니다.
855,industry,industry_company_growth_1y,0.066,1.2,positive,소속 산업 기업 수 증가율이 전체 산업 대비 상위 25% 수준입니다.
855,financial,liabilities_to_assets,0.4114,1.0,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
855,financial,revenue_growth_1y,-0.2392,-4.6,negative,최근 1년 매출 성장률이 동일 산업 내 하위 21% 수준에 그칩니다.
855,financial,revenue_cagr_best,-0.0885,-4.2,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 17% 수준에 그칩니다.
855,financial,asset_growth_1y,-0.2118,-3.8,negative,최근 1년 자산 성장률이 동일 산업 내 하위 10% 수준에 그칩니다.
856,financial,revenue_cagr_best,1.0986,4.0,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 13% 수준입니다.
856,financial,asset_growth_1y,1.1026,2.8,positive,최근 1년 자산 성장률이 동일 산업 내 상위 15% 수준입니다.
856,industry,industry_startup_rate_latest,0.1722,1.7,positive,소속 산업 창업률이 전체 산업 대비 상위 8% 수준입니다.
856,employment,employee_growth_6m,-0.3846,-4.6,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 8% 수준에 그칩니다.
856,employment,net_hiring_rate_6m,-0.4762,-3.2,negative,최근 6개월 순채용률이 동일 산업 내 하위 15% 수준에 그칩니다.
856,patent,patent_count_3y,0.0,-3.0,negative,최근 3년 특허 출원이 동일 산업 내 하위 39% 수준에 그칩니다.
857,financial,revenue_growth_1y,0.5898,5.8,positive,최근 1년 매출 성장률이 동일 산업 내 상위 16% 수준입니다.
857,financial,asset_growth_1y,3.7036,4.9,positive,최근 1년 자산 성장률이 동일 산업 내 상위 1% 수준입니다.
857,financial,operating_margin_change_1y,0.5224,3.2,positive,영업이익률 개선폭이 동일 산업 내 상위 19% 수준입니다.
857,financial,liabilities_to_assets,1.2016,-3.7,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
857,patent,patent_count_3y,0.0,-3.0,negative,최근 3년 특허 출원이 동일 산업 내 하위 39% 수준에 그칩니다.
857,news_event,growth_event_12m_count,0.0,-2.2,negative,최근 12개월 성장 이벤트가 동일 산업 내 하위 21% 수준에 그칩니다.
858,financial,revenue_growth_1y,0.4296,3.6,positive,최근 1년 매출 성장률이 동일 산업 내 상위 23% 수준입니다.
858,employment,net_hiring_rate_6m,0.1423,2.6,positive,최근 6개월 순채용률이 동일 산업 내 상위 21% 수준입니다.
858,employment,employee_growth_6m,0.1624,2.4,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 28% 수준입니다.
858,patent,patent_count_3y,0.0,-3.0,negative,최근 3년 특허 출원이 동일 산업 내 하위 39% 수준에 그칩니다.
858,financial,liabilities_to_assets,0.8756,-2.4,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
858,industry,industry_employee_growth_1y,-0.0311,-2.2,negative,소속 산업 고용 성장률이 전체 산업 대비 하위 8% 수준에 그칩니다.
859,financial,operating_margin,0.1038,2.4,positive,영업이익률이 동일 산업 내 상위 12% 수준입니다.
859,industry,industry_startup_rate_latest,0.1722,2.0,positive,소속 산업 창업률이 전체 산업 대비 상위 8% 수준입니다.
859,financial,liabilities_to_assets,0.4044,1.2,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
859,financial,revenue_growth_1y,-0.3962,-5.4,negative,최근 1년 매출 성장률이 동일 산업 내 하위 16% 수준에 그칩니다.
859,employment,employee_growth_6m,-0.375,-5.1,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 10% 수준에 그칩니다.
859,financial,revenue_cagr_best,-0.0192,-3.8,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 20% 수준에 그칩니다.
860,financial,liabilities_to_assets,0.0797,4.1,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
860,employment,employee_growth_slope,0.0394,3.2,positive,고용 증가 추세가 동일 산업 내 상위 5% 수준입니다.
860,employment,employee_growth_6m,0.2,3.0,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 22% 수준입니다.
860,financial,operating_margin_change_1y,-0.2435,-3.2,negative,영업이익률 개선폭이 동일 산업 내 하위 19% 수준에 그칩니다.
860,patent,patent_count_3y,0.0,-3.0,negative,최근 3년 특허 출원이 동일 산업 내 하위 39% 수준에 그칩니다.
860,financial,revenue_growth_1y,-0.1427,-2.9,negative,최근 1년 매출 성장률이 동일 산업 내 하위 33% 수준에 그칩니다.
861,financial,liabilities_to_assets,0.2045,2.4,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
861,industry,industry_startup_rate_latest,0.1722,1.7,positive,소속 산업 창업률이 전체 산업 대비 상위 8% 수준입니다.
861,employment,employee_growth_slope,0.0104,1.4,positive,고용 증가 추세가 동일 산업 내 상위 31% 수준입니다.
861,financial,revenue_growth_1y,-0.7625,-7.8,negative,최근 1년 매출 성장률이 동일 산업 내 하위 4% 수준에 그칩니다.
861,financial,operating_margin_change_1y,-3.3357,-4.7,negative,영업이익률 개선폭이 동일 산업 내 하위 4% 수준에 그칩니다.
